lizard,frequency,date,time,time.block,time.class,lat,long,ground,mesohabitat,microhabitat.simple,microhabitat1,microhabitat2,microhabitat3,behavior,observer
ac,979,27-Jun,15:55,afternoon,PM,35.11339,-119.62234,below,open,burrow,burrow,,,standing,taylor
ac,979,1-Jul,17:07,evening,PM,35.1134,-119.62234,below,open,burrow,burrow,,,standing,taylor
ac,979,1-Jul,17:07,evening,PM,35.1134,-119.62234,below,open,burrow,burrow,,,standing,taylor
w,860,3-Jul,16:43,afternoon,PM,35.11369,-119.62234,above,shrub ,shrub,undershrub,,,cooling,taylor
w,860,2-Jul,16:08,afternoon,PM,35.11371,-119.62234,above,shrub,shrub,undershrub,,,cooling,taylor
ac,979,2-Jul,16:02,afternoon,PM,35.11303,-119.62233,above,shrub,shrub,undershrub,,,cooling,taylor
ac,979,28-Jun,19:40,evening,PM,35.11338,-119.62233,below,open,burrow,burrow,,,standing,taylor
z,919,2-Jul,16:40,afternoon,PM,35.1162,-119.62233,above,shrub,shrub,undershrub,,,cooling,taylor
r,760,3-Jul,16:28,afternoon,PM,35.11177,-119.62232,above,shrub,shrub,shrubedge,,,cooling,taylor
z,919,2-Jul,10:42,morn,AM,35.11621,-119.62232,above,shrub,shrub,undershrub,,,cooling,taylor
z,919,29-Jun,16:27,afternoon,PM,35.1162,-119.6223,above,shrub,shrub,undershrub,,,cooling,taylor
z,919,3-Jul,6:31,early morn,AM,35.11623,-119.62228,below,open,burrow,burrow,,,standing,taylor
z,919,30-Jun,19:43,evening,PM,35.11627,-119.62228,below,open,burrow,burrow,,,standing,taylor
z,919,4-Jul,20:06,evening,PM,35.11629,-119.62228,below,open,burrow,burrow,,,standing,taylor
z,919,5-Jul,20:02,evening,PM,35.11627,-119.62227,below,open,burrow,burrow,,,standing,taylor
z,919,29-Jun,19:40,evening,PM,35.11628,-119.62226,below,open,burrow,burrow,,,standing,taylor
y,900,2-Jul,19:53,evening,PM,35.11628,-119.62226,below,open,burrow,burrow,,,standing,taylor
z,919,1-Jul,6:18,early morn,AM,35.11625,-119.62225,below,open,burrow,burrow,,,standing,taylor
z,919,28-Jun,16:39,afternoon,PM,35.11627,-119.62225,below,open,burrow,burrow,,,standing,taylor
z,919,28-Jun,20:04,evening,PM,35.11628,-119.62225,below,open,burrow,burrow,,,standing,taylor
d,240,1-Jul,6:28,early morn,AM,35.11744,-119.62222,below,open,bare,barehill,,,standing,taylor
ac,979,3-Jul,6:02,early morn,AM,35.11342,-119.62221,below,shrub,burrow,burrow,,,standing,taylor
w,860,3-Jul,6:07,early morn,AM,35.11361,-119.6222,below,open,burrow,burrow,washbank,,standing,taylor
w,860,21-Jun,5:47,early morn,AM,35.11365,-119.6222,below,open,burrow,burrow,wash,,standing,taylor
d,240,15-Jun,11:10,morn,AM,35.11737,-119.6222,above,shrub,shrub,undershrub,,,standing,taylor
d,240,15-Jun,16:12,afternoon,PM,35.11723,-119.62219,above,open,annuals,sparseannuals,,,sunning,taylor
w,860,27-Jun,6:31,early morn,AM,35.11362,-119.62218,below,open,burrow,burrow,washbank,,standing,taylor
w,860,5-Jul,19:39,evening,PM,35.11365,-119.62218,below,open,burrow,burrow,washbank,,standing,taylor
w,860,24-Jun,6:36,early morn,AM,35.1137,-119.62218,below,open,burrow,burrow,,,standing,taylor
d,240,21-Jun,12:46,morn,AM,35.11763,-119.62218,above,shrub,shrub,undershrub,,,cooling,taylor
w,860,25-Jun,6:35,early morn,AM,35.11362,-119.62217,below,open ,burrow,burrow,washbank,,standing,taylor
w,860,18-Jun,15:54,afternoon,PM,35.11366,-119.62217,below,shrub,burrow,burrow,undershrub,washbank,standing,taylor
w,860,22-Jun,19:51,evening,PM,35.11367,-119.62217,above,shrub ,shrub,shrubedge,,,standing,taylor
d,240,30-Jun,16:09,afternoon,PM,35.11737,-119.62217,above,shrub,shrub,undershrub,,,standing,taylor
w,860,1-Jul,17:12,evening,PM,35.11362,-119.62216,below,open,burrow,burrow,washbank,,standing,taylor
w,860,1-Jul,17:12,evening,PM,35.11362,-119.62216,below,open,burrow,burrow,washbank,,standing,taylor
w,860,4-Jul,19:53,evening,PM,35.11363,-119.62216,above,shrub,wash,washbank,,,sunning,taylor
w,860,29-Jun,9:53,morn,AM,35.11361,-119.62215,above,open,wash,washbank,,,interacting,taylor
w,860,26-Jun,15:22,afternoon,PM,35.11364,-119.62215,above,shrub,burrow,burrow,undershrub,washbank,interacting,taylor
ac,979,26-Jun,15:18,afternoon,PM,35.11359,-119.62213,above,shrub,burrow,burrow,undershrub,washbank,cooling,taylor
w,860,1-Jul,5:53,early morn,AM,35.1137,-119.62213,below,open,burrow,burrow,,,standing,taylor
d,240,1-Jul,9:46,morn,AM,35.11733,-119.62212,above,shrub,shrub,shrubedge,barehill,,sunning,taylor
w,860,18-Jun,20:23,evening,PM,35.11372,-119.62211,below,open,burrow,burrow,,,standing,taylor
z,919,5-Jul,16:54,afternoon,PM,35.11651,-119.62211,above,open,annuals,annuals,,,sunning,taylor
d,240,29-Jun,10:11,morn,AM,35.11759,-119.62211,above,shrub,shrub,shrubedge,,,standing,taylor
w,860,29-Jun,15:54,afternoon,PM,35.11354,-119.6221,above,open,wash,washbank,,,cooling,taylor
w,860,26-Jun,7:13,early morn,AM,35.11372,-119.6221,below,open,burrow,burrow,,,standing,taylor
z,919,4-Jul,10:03,morn,AM,35.11613,-119.6221,above,open,annuals,annuals,,,sunning,taylor
ac,979,29-Jun,15:52,afternoon,PM,35.11359,-119.62209,above,shrub,wash,washbank,,,cooling,taylor
ac,979,30-Jun,16:01,afternoon,PM,35.11362,-119.62209,above,shrub,burrow,burrow,undershrub,washbank,cooling,taylor
ac,979,25-Jun,15:05,afternoon,PM,35.11358,-119.62206,above,shrub,burrow,burrow,undershrub,wash,cooling,taylor
w,860,30-Jun,15:58,afternoon,PM,35.11358,-119.62205,above,shrub,burrow,burrow,undershrub,washbank,cooling,taylor
w,860,27-Jun,15:51,afternoon,PM,35.11358,-119.62202,above,shrub,burrow,burrow,undershrub,washbank,cooling,taylor
d,240,23-Jun,19:34,evening,PM,35.11691,-119.62202,below,open,burrow,burrow,roadbank,,standing,taylor
d,240,22-Jun,20:01,evening,PM,35.1169,-119.62201,below,open,burrow,burrow,roadbank,,standing,taylor
d,240,24-Jun,8:49,morn,AM,35.11687,-119.622,below,open,burrow,burrow,roadbank,,standing,taylor
d,240,24-Jun,5:25,early morn,AM,35.1169,-119.622,below,open,burrow,burrow,roadbank,,standing,taylor
d,240,25-Jun,5:26,early morn,AM,35.1169,-119.622,below,open,burrow,burrow,roadbank,,standing,taylor
d,240,15-Jun,18:50,evening,PM,35.11692,-119.62199,below,open,burrow,burrow,roadbank,,standing,taylor
w,860,22-Jun,9:57,morn,AM,35.11353,-119.62196,above,shrub,burrow,burrow,undershrub,,standing,taylor
s,780,1-Jul,17:50,evening,PM,35.11711,-119.62195,above,open,annuals,annuals,,,sunning,taylor
s,780,1-Jul,17:50,evening,PM,35.11711,-119.62195,above,open,annuals,annuals,,,sunning,taylor
d,240,21-Jun,15:27,afternoon,PM,35.11743,-119.62193,above,shrub,shrub,undershrub,barehill,,cooling,taylor
z,919,3-Jul,17:11,afternoon,PM,35.11636,-119.62189,above,shrub ,shrub,shrubedge,,,cooling,taylor
d,240,25-Jun,10:46,morn,AM,35.1184,-119.62189,above,open,bare,barehill,burrow,,sunning,taylor
w,860,23-Jun,9:39,morn,AM,35.1149,-119.62186,above,open,annuals,annuals,,,sunning,taylor
d,240,22-Jun,10:09,morn,AM,35.11749,-119.62186,above,open,bare,barehill,annuals,,cooling,taylor
w,860,29-Jun,19:09,evening,PM,35.11355,-119.62181,above,open,wash,washbank,,,sunning,taylor
d,240,22-Jun,16:57,afternoon,PM,35.1172,-119.6218,above,shrub,shrub,undershrub,,,cooling,taylor
f,360,18-Jun,12:00,morn,AM,35.11525,-119.62167,below,open,burrow,burrow,,,standing,taylor
f,360,15-Jun,9:18,morn,AM,35.11529,-119.62167,below,open,burrow,burrow,,,standing,taylor
f,360,18-Jul,20:10,evening,PM,35.11527,-119.62164,below,open,burrow,burrow,,,standing,taylor
f,360,22-Jun,17:12,afternoon,PM,35.11528,-119.62164,below,open,burrow,burrow,,,standing,taylor
f,360,12-Jul,12:12,afternoon,PM,35.11528,-119.62164,below,open,burrow,burrow,,,standing,taylor
j,460,27-Jun,9:05,morn,AM,35.11363,-119.62161,above,shrub,shrub,shrubedge,washbank,,sunning,taylor
w,860,21-Jun,15:13,afternoon,PM,35.11486,-119.6216,above,shrub,shrub,undershrub,,,cooling,taylor
ab,960,4-Jul,17:17,afternoon,PM,35.11366,-119.62158,above,shrub,shrub,undershrub,washbank,,cooling,taylor
z,919,4-Jul,17:23,afternoon,PM,35.1163,-119.62158,above,open,annuals,annuals,,,cooling,taylor
d,240,5-Jul,11:34,morn,AM,35.11742,-119.62157,above,open,bare,barehill,,,sunning,taylor
j,460,23-Jun,9:16,morn,AM,35.11343,-119.62152,above,open,annuals,annuals,,,sunning,taylor
ab,960,9-Jul,10:40,morn,AM,35.11345,-119.62147,below,open,burrow,burrow,,,standing,taylor
ab,960,5-Jul,16:33,afternoon,PM,35.11346,-119.62144,below,open,burrow,burrow,,,standing,taylor
ab,960,18-Jul,11:58,morn,AM,35.11346,-119.62144,below,open,burrow,burrow,,,standing,taylor
ab,960,4-Jul,19:46,evening,PM,35.11345,-119.62143,below,open,burrow,burrow,,,standing,taylor
ab,960,5-Jul,11:50,morn,AM,35.11364,-119.62142,above,open,wash,wash,,,cooling,taylor
ab,960,4-Jul,10:56,morn,AM,35.11342,-119.62141,below,shrub,shrub,underdead,shrub,,standing,taylor
ab,960,5-Jul,19:22,evening,PM,35.11345,-119.62141,below,open,burrow,burrow,,,standing,taylor
ab,960,18-Jul,14:48,afternoon,PM,35.11345,-119.62141,below,shrub,burrow,burrow,,,standing,taylor
j,460,21-Jun,10:11,morn,AM,35.11369,-119.62141,below,open,burrow,burrow,washbank,,standing,taylor
j,460,5-Jul,10:57,morn,AM,35.11364,-119.6214,above,shrub,burrow,burrow,undershrub,washbank,cooling,taylor
j,460,22-Jun,16:27,afternoon,PM,35.11368,-119.6214,below ,shrub,burrow,burrow,undershrub,,standing,taylor
d,240,3-Jul,16:47,afternoon,PM,35.11768,-119.62139,above,open,bare,barehill,,,sunning,taylor
j,460,22-Jun,9:22,morn,AM,35.11358,-119.62137,below,open,burrow,burrow,,,standing,taylor
j,460,24-Jun,6:21,early morn,AM,35.11357,-119.62135,below,open,burrow,burrow,,,standing,taylor
j,460,27-Jun,6:09,early morn,AM,35.11357,-119.62135,below,open,burrow,burrow,,,standing,taylor
j,460,25-Jun,5:58,early morn,AM,35.11354,-119.62134,below,open,burrow,burrow,,,standing,taylor
j,460,27-Jun,16:12,afternoon,PM,35.11369,-119.62132,above,open,wash,washbank,,,cooling,taylor
j,460,18-Jun,17:01,afternoon,PM,35.11356,-119.62131,below,shrub,burrow,burrow,,,standing,taylor
j,460,18-Jun,20:00,evening,PM,35.11358,-119.62131,below,shrub,burrow,burrow,,,standing,taylor
j,460,22-Jun,19:28,evening,PM,35.11359,-119.62131,below,open,burrow,burrow,,,standing,taylor
s,780,2-Jul,10:27,morn,AM,35.11637,-119.62125,above,open,bare,barepatch,,,sunning,taylor
j,460,1-Jul,16:55,evening,PM,35.11378,-119.62121,above,shrub,shrub,undershrub,,,cooling,taylor
j,460,1-Jul,16:55,evening,PM,35.11378,-119.62121,above,shrub,shrub,undershrub,,,cooling,taylor
j,460,23-Jun,15:49,afternoon,PM,35.11379,-119.6212,above,shrub,shrub,shrubedge,,,cooling,taylor
j,460,24-Jun,9:58,morn,AM,35.11366,-119.62116,above,shrub,shrub,shrubedge,,,avoiding.predators,taylor
s,780,30-Jun,15:52,afternoon,PM,35.11661,-119.62114,above,shrub,shrub,shrubedge,,,standing,taylor
s,780,1-Jul,9:41,morn,AM,35.11721,-119.62114,above,open,bare,barehill,,,sunning,taylor
j,460,21-Jun,14:13,afternoon,PM,35.11376,-119.62112,below,open,burrow,burrow,wash,,standing,taylor
s,780,25-Jun,11:01,morn,AM,35.11673,-119.62112,above,shrub,shrub,shrubedge,,,sunning,taylor
t,800,15-Jun,9:22,morn,AM,35.11595,-119.6211,below,open,burrow,burrow,,,standing,taylor
s,780,25-Jun,15:18,afternoon,PM,35.11666,-119.6211,above,open,road,road,,,sunning,taylor
s,780,28-Jun,16:20,afternoon,PM,35.11684,-119.62109,above,shrub,shrub,undershrub,,,cooling,taylor
j,460,1-Jul,5:35,early morn,AM,35.11392,-119.62106,below,open,burrow,burrow,,,standing,taylor
j,460,4-Jul,19:39,evening,PM,35.11396,-119.62106,below,open,burrow,burrow,,,standing,taylor
t,800,18-Jun,15:11,afternoon,PM,35.11622,-119.62106,above,shrub,shrub,undershrub,,,cooling,taylor
t,800,18-Jun,12:05,morn,AM,35.11623,-119.62106,above,shrub,shrub,shrubedge,,,sunning,taylor
s,780,28-Jun,19:49,evening,PM,35.11665,-119.62106,below,open,road,roadbank,,,standing,taylor
s,780,4-Jul,17:53,afternoon,PM,35.11666,-119.62106,below,open,road,roadbank,,,standing,taylor
j,460,30-Jun,19:00,evening,PM,35.11397,-119.62105,below,open,burrow,burrow,,,standing,taylor
s,780,23-Jun,16:20,afternoon,PM,35.11665,-119.62105,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,23-Jun,9:57,morn,AM,35.11665,-119.62105,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,22-Jun,10:04,morn,AM,35.11665,-119.62104,below,open,burrow,burrow,roadbank,,standing,taylor
j,460,26-Jun,6:44,early morn,AM,35.11375,-119.62103,below,shrub,burrow,burrow,washbank,,standing,taylor
s,780,16-Jun,9:35,morn,AM,35.11663,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,25-Jun,5:29,early morn,AM,35.11664,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,3-Jul,6:35,early morn,AM,35.11664,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,1-Jul,6:22,early morn,AM,35.11665,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,4-Jul,20:15,evening,PM,35.11665,-119.62103,below,open,road,roadbank,burrow,,standing,taylor
s,780,4-Jul,10:13,morn,AM,35.11666,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,23-Jun,19:37,evening,PM,35.11667,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,24-Jun,14:21,afternoon,PM,35.11667,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,24-Jun,5:27,early morn,AM,35.11667,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,24-Jun,8:52,morn,AM,35.11667,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,21-Jun,11:39,morn,AM,35.11668,-119.62103,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,21-Jun,5:24,early morn,AM,35.11669,-119.62103,below,open,burrow,burrow,,,standing,taylor
s,780,15-Jun,16:08,afternoon,PM,35.11671,-119.62103,above,open,annuals,thickannuals,,,sunning,taylor
s,780,26-Jun,6:09,early morn,AM,35.11665,-119.62102,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,18-Jun,18:51,evening,PM,35.11669,-119.62102,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,15-Jun,9:27,morn,AM,35.11666,-119.62101,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,21-Jun,15:22,afternoon,PM,35.11667,-119.62101,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,27-Jun,6:51,early morn,AM,35.11667,-119.62101,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,2-Jul,19:43,evening,PM,35.11667,-119.621,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,2-Jul,19:43,evening,PM,35.11667,-119.621,below,open,road,roadbank,burrow,,standing,taylor
s,780,22-Jun,17:06,afternoon,PM,35.11667,-119.62099,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,22-Jun,20:11,evening,PM,35.11667,-119.62099,below,open,burrow,burrow,roadbank,,standing,taylor
s,780,15-Jun,18:59,evening,PM,35.11667,-119.62098,below,open,burrow,burrow,roadbank,,standing,taylor
t,800,26-Jun,15:42,afternoon,PM,35.11599,-119.62096,below,shrub,burrow,burrow,,,standing,taylor
t,800,27-Jun,6:48,early morn,AM,35.1162,-119.62096,below,open,burrow,burrow,,,standing,taylor
t,800,18-Jun,19:06,evening,PM,35.11618,-119.62095,below,open,burrow,burrow,,,standing,taylor
s,780,3-Jul,16:54,afternoon,PM,35.11717,-119.62095,above,open,bare,barehill,,,cooling,taylor
d,240,27-Jun,16:01,afternoon,PM,35.11741,-119.62094,below,open,bare,barehill,,,standing,taylor
j,460,2-Jul,9:54,morn,AM,35.11383,-119.62093,above,shrub,shrub,shrubedge,washbank,,sunning,taylor
t,800,22-Jun,17:02,afternoon,PM,35.11618,-119.62093,below,open,burrow,burrow,,,standing,taylor
t,800,26-Jun,7:34,early morn,AM,35.11618,-119.62093,below,open,burrow,burrow,,,standing,taylor
t,800,21-Jun,5:30,early morn,AM,35.1162,-119.62093,below,open,burrow,burrow,,,standing,taylor
t,800,22-Jun,20:01,evening,PM,35.1162,-119.62093,below,open,burrow,burrow,,,standing,taylor
s,780,27-Jun,10:15,morn,AM,35.11723,-119.62093,above,open,annuals,annuals,,,sunning,taylor
t,800,25-Jun,6:44,early morn,AM,35.11619,-119.620911,below,open,burrow,burrow,,,standing,taylor
j,460,25-Jun,14:43,afternoon,PM,35.11388,-119.62091,above,shrub,shrub,undershrub,,,cooling,taylor
j,460,4-Jul,16:59,afternoon,PM,35.11383,-119.6209,above,shrub,wash,washbank,,,cooling,taylor
t,800,24-Jun,15:47,afternoon,PM,35.1159,-119.6209,below,shrub,burrow,burrow,undershrub,,standing,taylor
v,840,4-Jul,10:31,morn,AM,35.11753,-119.62083,above,open,bare,barehill,,,sunning,taylor
z,919,24-Jun,6:33,early morn,AM,35.11588,-119.6208,below,open,burrow,burrow,,,standing,taylor
z,919,23-Jun,18:41,evening,PM,35.11594,-119.6208,below,open,burrow,burrow,,,standing,taylor
z,919,23-Jun,15:42,afternoon,PM,35.11594,-119.6208,below,open,burrow,burrow,,,standing,taylor
z,919,24-Jun,10:36,morn,AM,35.1159,-119.62079,below,open,burrow,burrow,,,standing,taylor
s,780,26-Jun,15:46,afternoon,PM,35.11655,-119.62076,above,shrub,road,roadbank,,,cooling,taylor
j,460,29-Jun,15:34,afternoon,PM,35.11385,-119.62074,above,shrub,wash,washbank,,,cooling,taylor
t,800,21-Jun,11:44,morn,AM,35.11563,-119.62074,above,shrub,shrub,undershrub,,,cooling,taylor
t,800,26-Jun,10:41,morn,AM,35.11571,-119.62072,above,shrub,shrub,shrubedge,,,cooling,taylor
v,840,30-Jun,16:01,afternoon,PM,35.11708,-119.62071,above,shrub,shrub,undershrub,,,standing,taylor
t,800,22-Jun,10:08,morn,AM,35.11558,-119.6207,above,shrub,shrub,shrubedge,,,standing,taylor
d,240,5-Jul,16:50,afternoon,PM,35.1174,-119.62069,above,shrub ,bare,barehill,,,cooling,taylor
t,800,15-Jun,16:19,afternoon,PM,35.11479,-119.62068,below,open,burrow,burrow,,,standing,taylor
s,780,29-Jun,15:56,afternoon,PM,35.11708,-119.62067,above,shrub,shrub,shrubedge,,,standing,taylor
d,240,2-Jul,16:07,afternoon,PM,35.1171,-119.62067,above,shrub,shrub,undershrub,,,cooling,taylor
v,840,5-Jul,11:38,morn,AM,35.11722,-119.62063,above,open,bare,barehill,,,sunning,taylor
s,780,26-Jun,10:22,morn,AM,35.11657,-119.62062,above,shrub,shrub,undershrub,roadbank,,cooling,taylor
v,840,1-Jul,9:50,morn,AM,35.11737,-119.62062,above,shrub,shrub,undershrub,barehill,,cooling,taylor
v,840,4-Jul,17:24,afternoon,PM,35.11722,-119.62061,below,open,burrow,buried,,,standing,taylor
v,840,26-Jun,10:30,morn,AM,35.11756,-119.62061,above,shrub,shrub,undershrub,barehill,,cooling,taylor
v,840,3-Jul,16:42,afternoon,PM,35.11723,-119.6206,below,open,burrow,burrow,barehill,,standing,taylor
t,800,16-Jun,9:25,morn,AM,35.11499,-119.62059,below,open,burrow,burrow,,,standing,taylor
d,240,30-Jun,9:44,morn,AM,35.11742,-119.62058,above,shrub,shrub,shrubedge,,,standing,taylor
t,800,15-Jun,19:04,evening,PM,35.11504,-119.62057,below,open,burrow,burrow,,,standing,taylor
t,800,23-Jun,9:49,morn,AM,35.11464,-119.62054,above,open,annuals,annuals,,,sunning,taylor
t,800,24-Jun,6:37,early morn,AM,35.11561,-119.62054,below,open,burrow,burrow,,,standing,taylor
v,840,4-Jul,20:10,evening,PM,35.11723,-119.62054,below,open,burrow,burrow,barehill,,standing,taylor
t,800,23-Jun,16:25,afternoon,PM,35.11562,-119.62051,below,open,annuals,annuals,,,standing,taylor
t,800,23-Jun,19:26,evening,PM,35.11562,-119.62051,below,open,burrow,burrow,,,standing,taylor
d,240,28-Jun,16:25,afternoon,PM,35.11733,-119.6205,above,shrub,bare,barehill,,,cooling,taylor
v,840,2-Jul,19:28,evening,PM,35.11712,-119.62047,above,open,annuals,annuals,wash,,cooling,taylor
v,840,2-Jul,19:28,evening,PM,35.11712,-119.62047,above,open,wash,wash,annuals,,burrowing,taylor
t,800,25-Jun,15:12,afternoon,PM,35.1157,-119.62045,above,shrub,shrub,undershrub,,,standing,taylor
d,240,28-Jun,9:48,morn,AM,35.11739,-119.62045,above,shrub,bare,barehill,,,cooling,taylor
d,240,21-Jun,7:42,early morn,AM,35.11741,-119.62045,below,open,burrow,burrow,barehill,,standing,taylor
d,240,26-Jun,15:57,afternoon,PM,35.11741,-119.62045,below,open,burrow,burrow,,,standing,taylor
d,240,18-Jun,15:02,afternoon,PM,35.11742,-119.62045,below,open,bare,barehill,burrow,,standing,taylor
d,240,26-Jun,5:57,early morn,AM,35.11739,-119.62044,below,open,bare,barehill,burrow,,standing,taylor
d,240,3-Jul,6:39,early morn,AM,35.11739,-119.62044,below,open,burrow,burrow,barehill,,standing,taylor
d,240,27-Jun,6:57,early morn,AM,35.1174,-119.62044,below,open,burrow,burrow,barehill,,standing,taylor
d,240,5-Jul,19:30,evening,PM,35.11742,-119.62044,below,open,bare,barehill,,,standing,taylor
d,240,2-Jul,19:37,evening,PM,35.11743,-119.62044,below,open,burrow,burrow,barehill,,standing,taylor
d,240,2-Jul,19:37,evening,PM,35.11743,-119.62044,below,open,burrow,burrow,barehill,,standing,taylor
d,240,18-Jun,19:12,evening,PM,35.11744,-119.62044,below,open,burrow,burrow,barehill,,standing,taylor
v,840,5-Jul,19:35,evening,PM,35.11713,-119.62043,below,open,wash,wash,,,standing,taylor
d,240,4-Jul,20:07,evening,PM,35.1174,-119.62043,below,open,burrow,burrow,barehill,,standing,taylor
v,840,3-Jul,6:43,early morn,AM,35.1171,-119.62042,below,open,burrow,burrow,washbank,,standing,taylor
d,240,29-Jun,15:50,afternoon,PM,35.1174,-119.62041,below,open,burrow,burrow,barepatch,,standing,taylor
d,240,29-Jun,19:11,evening,PM,35.1174,-119.62041,below,open,burrow,burrow,barepatch,,standing,taylor
d,240,28-Jun,19:44,evening,PM,35.11744,-119.62041,below,open,bare,barehill,,,standing,taylor
v,840,1-Jul,6:34,early morn,AM,35.11708,-119.62039,below,open,burrow,burrow,wash,annuals,standing,taylor
j,460,29-Jun,18:52,evening,PM,35.11387,-119.62035,above,open,bare,barepatch,,,cooling,taylor
n,660,3-Jul,16:19,afternoon,PM,35.1139,-119.62034,above,shrub,shrub,shrubedge,,,cooling,taylor
n,660,4-Jul,16:52,afternoon,PM,35.11394,-119.62033,above,shrub,wash,washbank,,,cooling,taylor
v,840,2-Jul,15:52,afternoon,PM,35.11702,-119.62032,above,shrub,shrub,undershrub,,,cooling,taylor
v,840,25-Jun,15:45,afternoon,PM,35.11708,-119.62031,above,open,annuals,annuals,,,cooling,taylor
v,840,27-Jun,16:04,afternoon,PM,35.1171,-119.62031,above,shrub,shrub,undershrub,,,cooling,taylor
t,800,21-Jun,15:18,afternoon,PM,35.11544,-119.6203,below,shrub,burrow,burrow,undershrub,,standing,taylor
v,840,29-Jun,16:01,afternoon,PM,35.11705,-119.6203,above,shrub,shrub,shrubedge,,,standing,taylor
v,840,5-Jul,16:39,afternoon,PM,35.1171,-119.6203,above,shrub ,wash,washbank,,,cooling,taylor
n,660,4-Jul,9:11,morn,AM,35.11384,-119.62029,above,open,bare,barepatch,,,sunning,taylor
n,660,21-Jun,6:35,early morn,AM,35.11397,-119.62029,below,open,burrow,burrow,washbank,,standing,taylor
n,660,18-Jun,10:52,morn,AM,35.11415,-119.62029,above,open,burrow,burrow,sparseannuals,,sunning,taylor
s,780,2-Jul,16:11,afternoon,PM,35.11732,-119.62029,above,open,wash,washbank,,,sunning,taylor
s,780,2-Jul,16:11,afternoon,PM,35.11732,-119.62029,above,open,wash,washbank,,,cooling,taylor
v,840,24-Jun,16:02,afternoon,PM,35.11708,-119.62028,above,shrub,burrow,burrow,undershrub,wash,cooling,taylor
t,800,25-Jun,11:01,morn,AM,35.11576,-119.62025,above,shrub,shrub,undershrub,,,cooling,taylor
n,660,3-Jul,5:38,early morn,AM,35.11396,-119.62024,below,open,burrow,burrow,washbank,,standing,taylor
n,660,26-Jun,6:49,early morn,AM,35.11396,-119.62023,below,open,burrow,burrow,washbank,,standing,taylor
n,660,15-Jun,16:46,afternoon,PM,35.11399,-119.62023,below,open,burrow,burrow,washbank,,standing,taylor
n,660,21-Jun,14:24,afternoon,PM,35.114,-119.62023,below,open,burrow,burrow,washbank,,standing,taylor
n,660,18-Jun,20:04,evening,PM,35.11401,-119.62023,below,shrub,burrow,burrow,washbank,,standing,taylor
n,660,2-Jul,15:40,afternoon,PM,35.11397,-119.62022,below,open,wash,washbank,,,standing,taylor
n,660,2-Jul,19:12,evening,PM,35.11399,-119.62022,below,open,burrow,burrow,washbank,,standing,taylor
n,660,15-Jun,19:32,evening,PM,35.114,-119.62022,below,open,burrow,burrow,washbank,,standing,taylor
n,660,29-Jun,18:49,evening,PM,35.11396,-119.62021,below,open,burrow,burrow,washbank,,standing,taylor
n,660,5-Jul,19:15,evening,PM,35.114,-119.6202,below,open,burrow,burrow,washbank,,standing,taylor
j,460,3-Jul,5:43,early morn,AM,35.11396,-119.62014,below,open,burrow,burrow,washbank,,standing,taylor
j,460,28-Jun,19:28,evening,PM,35.11398,-119.62012,below,open,burrow,burrow,washbank,,standing,taylor
j,460,2-Jul,19:15,evening,PM,35.11398,-119.62012,below,open,burrow,burrow,washbank,,standing,taylor
j,460,4-Jul,9:17,morn,AM,35.11397,-119.62009,above,shrub,shrub,undershrub,,,sunning,taylor
z,919,27-Jun,10:39,morn,AM,35.11513,-119.62009,above,open,burrow,burrow,,,sunning,taylor
v,840,26-Jun,6:00,early morn,AM,35.11699,-119.62006,above,open,annuals,annuals,wash,,sunning,taylor
v,840,22-Jun,17:02,afternoon,PM,35.117,-119.62006,above,shrub,shrub,undershrub,wash,,cooling,taylor
v,840,28-Jun,16:32,afternoon,PM,35.11711,-119.62006,below,open,bare,barehill,,,standing,taylor
v,840,28-Jun,19:40,evening,PM,35.11714,-119.62005,below,open,burrow,burrow,barehill,,standing,taylor
z,919,27-Jun,15:16,afternoon,PM,35.11512,-119.62004,below,open,burrow,burrow,,,standing,taylor
v,840,29-Jun,19:06,evening,PM,35.11712,-119.62004,below,open,burrow,burrow,barepatch,,standing,taylor
v,840,18-Jun,11:31,morn,AM,35.11725,-119.62001,above,open,bare,barehill,,,sunning,taylor
