lizard,frequency,date,time,time.block,time.class,lat,long,ground,mesohabitat,microhabitat.simple,microhabitat1,microhabitat2,microhabitat3,behavior,observer
v,840,16-Jul,13:37,afternoon,PM,35.11725,-119.62001,above,shrub,shrub,undershrub,barehill,,cooling,taylor
v,840,23-Jun,9:51,morn,AM,35.11726,-119.61996,above,open,bare,barehill,,,sunning,taylor
n,660,21-Jun,9:54,morn,AM,35.11377,-119.61994,above,shrub,annuals,annuals,deadstump,,sunning,taylor
n,660,29-Jun,15:27,afternoon,PM,35.11401,-119.61993,above,shrub,wash,washbank,,,cooling,taylor
j,460,3-Jul,16:36,afternoon,PM,35.11405,-119.61993,above,shrub ,shrub,undershrub,,,cooling,taylor
v,840,26-Jun,16:04,afternoon,PM,35.11721,-119.6199,above,shrub,shrub,undershrub,barehill,,cooling,taylor
n,660,15-Jun,10:11,morn,AM,35.11404,-119.61988,above,open,wash,washbank,,,sunning,taylor
n,660,26-Jun,14:56,afternoon,PM,35.11352,-119.61987,above,shrub,shrub,undershrub,,,cooling,taylor
aa,939,15-Jun,10:20,morn,AM,35.11417,-119.61982,below,open,burrow,burrow,,,standing,taylor
aa,939,18-Jun,19:55,evening,PM,35.11417,-119.6198,below,open,burrow,burrow,,,standing,taylor
aa,939,15-Jun,19:42,evening,PM,35.11419,-119.6198,below,open,burrow,burrow,,,standing,taylor
aa,939,15-Jun,16:56,afternoon,PM,35.11415,-119.61979,below,open,burrow,burrow,,,standing,taylor
aa,939,18-Jun,11:05,morn,AM,35.11416,-119.61979,below,open,burrow,burrow,,,standing,taylor
aa,939,21-Jun,6:39,early morn,AM,35.11414,-119.61978,below,open,burrow,burrow,,,standing,taylor
aa,939,22-Jun,16:11,afternoon,PM,35.11416,-119.61978,below,open,burrow,burrow,,,standing,taylor
aa,939,24-Jun,7:35,early morn,AM,35.11416,-119.61978,below,open,burrow,burrow,,,standing,taylor
aa,939,30-Jun,9:00,morn,AM,35.11416,-119.61978,below,open,burrow,burrow,,,standing,taylor
aa,939,11-Jul,12:30,afternoon,PM,35.11416,-119.61978,below,open,burrow,burrow,,,standing,taylor
aa,939,18-Jul,14:50,afternoon,PM,35.11416,-119.61978,below,open,burrow,burrow,,,standing,taylor
n,660,22-Jun,9:30,morn,AM,35.11335,-119.61974,above,open,burrow,burrowmound,,,sunning,taylor
n,660,5-Jul,16:20,afternoon,PM,35.11343,-119.61972,above,shrub,shrub,undershrub,,,cooling,taylor
n,660,27-Jun,6:04,early morn,AM,35.1133,-119.61971,below,open,burrow,burrow,,,standing,taylor
n,660,24-Jun,5:51,early morn,AM,35.1133,-119.6197,below,open,burrow,burrow,,,standing,taylor
n,660,1-Jul,5:30,early morn,AM,35.1133,-119.6197,below,open,burrow,burrow,,,standing,taylor
n,660,22-Jun,16:16,afternoon,PM,35.11333,-119.6197,above,shrub,shrub,undershrub,,,cooling,taylor
n,660,30-Jun,15:40,afternoon,PM,35.11309,-119.61969,above,shrub,shrub,undershrub,,,cooling,taylor
n,660,25-Jun,5:53,early morn,AM,35.1133,-119.61969,below,open ,burrow,burrow,,,standing,taylor
c,220,30-Jun,19:04,evening,PM,35.11714,-119.61968,below,open,wash,wash,,,standing,taylor
n,660,24-Jun,9:53,morn,AM,35.11329,-119.61967,above,open,burrow,burrowmound,,,sunning,taylor
n,660,5-Jul,10:50,morn,AM,35.11282,-119.61961,above,shrub,shrub,undershrub,,,cooling,taylor
c,220,5-Jul,11:20,morn,AM,35.11618,-119.6196,above,open,road,roadbank,,,cooling,taylor
x,880,15-Jun,16:50,afternoon,PM,35.1142,-119.61959,above,shrub,shrub,shrubedge,washbank,,sunning,taylor
x,880,15-Jun,10:15,morn,AM,35.11432,-119.61942,above,open,bare,barepatch,washbank,,sunning,taylor
z,919,23-Jun,9:04,morn,AM,35.11467,-119.61936,above,open,annuals,annuals,,,sunning,taylor
z,919,18-Jun,19:00,evening,PM,35.11435,-119.61935,below,open,burrow,burrow,washbank,,standing,taylor
c,220,24-Jun,6:43,early morn,AM,35.11712,-119.61935,below,open,burrow,burrow,wash,,standing,taylor
c,220,18-Jun,19:22,evening,PM,35.11715,-119.61935,below,open,burrow,burrow,washbank,,standing,taylor
c,220,27-Jun,7:07,early morn,AM,35.11715,-119.61935,below,open,burrow,burrow,wash,,standing,taylor
c,220,23-Jun,19:32,evening,PM,35.11717,-119.61935,below,open,burrow,burrow,washbank,,standing,taylor
v,840,21-Jun,12:38,morn,AM,35.11781,-119.61934,below,shrub,burrow,burrow,undershrub,,cooling,taylor
z,919,27-Jun,6:00,early morn,AM,35.11429,-119.61932,below,open,burrow,burrow,washbank,,standing,taylor
c,220,18-Jun,17:18,afternoon,PM,35.11715,-119.61932,below,open,burrow,burrow,washbank,barehill,standing,taylor
x,880,15-Jun,19:38,evening,PM,35.11433,-119.61923,below,open,burrow,burrow,washbank,,standing,taylor
v,840,24-Jun,6:46,early morn,AM,35.11714,-119.61923,below,open,burrow,burrow,wash,,standing,taylor
v,840,15-Jun,17:16,afternoon,PM,35.1172,-119.61922,above,open,burrow,burrow,barehill,,sunning,taylor
v,840,25-Jun,6:58,early morn,AM,35.11715,-119.6192,below,open,burrow,burrow,wash,,standing,taylor
c,220,1-Jul,6:39,early morn,AM,35.11716,-119.61919,below,open,burrow,burrow,wash,,standing,taylor
v,840,18-Jun,19:18,evening,PM,35.11716,-119.61919,below,open,wash,washbank,,,standing,taylor
c,220,27-Jun,15:31,afternoon,PM,35.11716,-119.61918,below,open,wash,washbank,,,standing,taylor
v,840,21-Jun,15:32,afternoon,PM,35.11718,-119.61918,below,open,burrow,burrow,wash,,standing,taylor
c,220,2-Jul,19:22,evening,PM,35.111717,-119.61917,below,open,burrow,burrow,washbank,,standing,taylor
v,840,2-Jul,10:14,morn,AM,35.11713,-119.61917,below,open,wash,washbank,,,standing,taylor
v,840,2-Jul,10:14,morn,AM,35.11713,-119.61917,below,open,wash,washbank,,,standing,taylor
c,220,3-Jul,6:48,early morn,AM,35.11715,-119.61917,below,open,burrow,burrow,wash,,standing,taylor
v,840,27-Jun,7:03,early morn,AM,35.11717,-119.61917,below,open,burrow,burrow,wash,,standing,taylor
c,220,2-Jul,19:22,evening,PM,35.11717,-119.61917,below,open,burrow,burrow,washbank,,standing,taylor
c,220,29-Jun,19:26,evening,PM,35.11718,-119.61917,below,open,burrow,burrow,wash,,standing,taylor
ab,960,2-Jul,19:48,evening,PM,35.11608,-119.61916,below,open,burrow,burrow,roadbank,,standing,taylor
ab,960,2-Jul,19:48,evening,PM,35.11608,-119.61916,below,open,road,roadbank,burrow,,standing,taylor
c,220,29-Jun,16:11,afternoon,PM,35.11713,-119.61916,below,open,burrow,burrow,wash,,standing,taylor
c,220,25-Jun,6:54,early morn,AM,35.11715,-119.61916,below,open,burrow,burrow,wash,,standing,taylor
v,840,21-Jun,7:37,early morn,AM,35.11716,-119.61916,below,open,burrow,burrow,wash,,standing,taylor
v,840,15-Jun,18:43,evening,PM,35.11716,-119.61916,below,shrub,burrow,burrow,washbank,,standing,taylor
v,840,22-Jun,20:07,evening,PM,35.11718,-119.61916,below,open,burrow,burrow,wash,,standing,taylor
ab,960,1-Jul,6:43,early morn,AM,35.1161,-119.61915,below,open,burrow,burrow,roadbank,,standing,taylor
c,220,27-Jun,9:28,morn,AM,35.11727,-119.61915,above,open,bare,barehill,,,sunning,taylor
ab,960,3-Jul,6:52,early morn,AM,35.11606,-119.61914,below,open,burrow,burrow,roadbank,,standing,taylor
c,220,28-Jun,20:02,evening,PM,35.11714,-119.61914,below,open,burrow,burrow,washbank,,standing,taylor
c,220,1-Jul,18:16,evening,PM,35.11709,-119.61913,below,shrub,burrow,burrow,undershrub,,standing,taylor
c,220,1-Jul,18:16,evening,PM,35.11709,-119.61913,below,shrub,burrow,burrow,,,standing,taylor
v,840,1-Jul,18:03,evening,PM,35.11713,-119.61913,below,open,burrow,burrow,washbank,,standing,taylor
v,840,1-Jul,18:03,evening,PM,35.11713,-119.61913,below,open,wash,washbank,,,standing,taylor
c,220,30-Jun,16:21,afternoon,PM,35.11714,-119.61912,below,open,wash,wash,,,standing,taylor
ab,960,21-Jun,15:47,afternoon,PM,35.1161,-119.61911,below,open,burrow,burrow,roadbank,,standing,taylor
z,919,21-Jun,6:44,early morn,AM,35.11439,-119.6191,below,open,burrow,burrow,washbank,,standing,taylor
k,500,15-Jun,10:24,afternoon,PM,35.11442,-119.6191,below,open,burrow,burrow,washbank,,standing,taylor
z,919,26-Jun,6:38,early morn,AM,35.1144,-119.61909,below,open,burrow,burrow,washbank,,standing,taylor
ab,960,21-Jun,7:32,early morn,AM,35.11603,-119.61909,above,shrub,shrub,shrubedge,,,sunning,taylor
ab,960,22-Jun,20:16,evening,PM,35.11609,-119.61908,below,open,burrow,burrow,,,standing,taylor
z,919,22-Jun,19:18,evening,PM,35.11413,-119.61907,below,open,burrow,burrow,washbank,,standing,taylor
k,500,15-Jun,16:59,evening,PM,35.11441,-119.61907,below,open,burrow,burrow,washbank,,standing,taylor
z,919,25-Jun,14:37,afternoon,PM,35.11443,-119.61906,below,open,burrow,burrow,washbank,,standing,taylor
ab,960,3-Jul,10:15,morn,AM,35.11628,-119.61901,below,open,burrow,burrow,,,standing,taylor
ab,960,1-Jul,18:20,evening,PM,35.1161,-119.61893,below,open,burrow,burrow,roadbank,,standing,taylor
ab,960,1-Jul,18:20,evening,PM,35.1161,-119.61893,below,open,burrow,burrow,roadbank,,standing,taylor
c,220,26-Jun,7:42,early morn,AM,35.11604,-119.61892,above,open,burrow,burrow,roadbank,,sunning,taylor
ab,960,2-Jul,10:38,morn,AM,35.11628,-119.61891,above,shrub,shrub,shrubedge,,,sunning,taylor
c,220,18-Jun,11:26,morn,AM,35.11735,-119.6189,below,open,burrow,burrow,wash,,standing,taylor
c,220,5-Jul,17:02,afternoon,PM,35.116,-119.61887,above,shrub ,road,roadbank,,,cooling,taylor
ab,960,28-Jun,16:10,afternoon,PM,35.11601,-119.61887,above,shrub,shrub,underdead,shrub,,cooling,taylor
ab,960,3-Jul,17:01,afternoon,PM,35.11604,-119.61884,above,shrub,road,road,,,cooling,taylor
ab,960,2-Jul,16:18,afternoon,PM,35.11601,-119.61883,above,shrub,road,roadbank,,,cooling,taylor
ab,960,2-Jul,16:18,afternoon,PM,35.11601,-119.61883,above,shrub,shrub,undershrub,roadbank,,cooling,taylor
ab,960,21-Jun,11:49,morn,AM,35.11635,-119.61882,above,open,bare,barepatch,,,sunning,taylor
c,220,28-Jun,9:25,morn,AM,35.11737,-119.61882,above,open,wash,washbank,,,cooling,taylor
o,680,26-Jun,15:20,afternoon,PM,35.11583,-119.6188,above,shrub,shrub,undershrub,,,sunning,taylor
c,220,28-Jun,15:59,afternoon,PM,35.11731,-119.61879,above,shrub,shrub,undershrub,,,cooling,taylor
ab,960,24-Jun,6:50,early morn,AM,35.11604,-119.61878,below,open,burrow,burrow,roadbank,,standing,taylor
ab,960,26-Jun,7:38,early morn,AM,35.11603,-119.61877,below,open ,burrow,burrow,roadbank,,sunning,taylor
c,220,21-Jun,15:44,afternoon,PM,35.11605,-119.61877,below,open,burrow,burrow,roadbank,,standing,taylor
c,220,21-Jun,11:54,morn,AM,35.11605,-119.61877,below,open,burrow,burrow,roadbank,,standing,taylor
ab,960,27-Jun,7:11,early morn,AM,35.11605,-119.61877,above,open,burrow,burrow,roadbank,,sunning,taylor
ab,960,27-Jun,9:38,morn,AM,35.11605,-119.61877,above,open,road,road,,,sunning,taylor
ab,960,18-Jun,19:28,evening,PM,35.11607,-119.61877,below,open,burrow,burrow,roadbank,,standing,taylor
ab,960,24-Jun,15:52,afternoon,PM,35.11604,-119.61876,below,open,burrow,burrow,roadbank,,standing,taylor
ab,960,25-Jun,6:49,early morn,AM,35.11604,-119.61876,below,open,burrow,burrow,roadbank,,standing,taylor
c,220,22-Jun,20:09,evening,PM,35.11605,-119.61876,below,open,burrow,burrow,,,standing,taylor
ab,960,18-Jun,17:10,afternoon,PM,35.11606,-119.61876,below,open,burrow,burrow,roadbank,,standing,taylor
ab,960,25-Jun,15:04,afternoon,PM,35.11606,-119.61876,below,open,road,roadbank,burrow,,standing,taylor
c,220,15-Jun,19:53,evening,PM,35.11607,-119.61876,below,open,burrow,burrow,roadbank,,standing,taylor
c,220,21-Jun,7:25,early morn,AM,35.11603,-119.61875,below,open,burrow,burrow,road,,standing,taylor
ab,960,23-Jun,19:44,evening,PM,35.11608,-119.61875,below,open,burrow,burrow,roadbank,,standing,taylor
z,919,26-Jun,15:56,afternoon,PM,35.11459,-119.61874,below,open,annuals,annuals,,,sunning,taylor
ab,960,30-Jun,16:28,afternoon,PM,35.11605,-119.61874,below,open,burrow,burrow,road,,standing,taylor
ab,960,22-Jun,10:25,morn,AM,35.11614,-119.6187,below,open,burrow,burrow,,,standing,taylor
c,220,5-Jul,19:45,evening,PM,35.1162,-119.61869,below,open,burrow,burrow,,,standing,taylor
c,220,3-Jul,16:33,afternoon,PM,35.11618,-119.61868,below,open,burrow,burrow,,,standing,taylor
c,220,4-Jul,17:40,afternoon,PM,35.11617,-119.61867,below,open,burrow,burrow,,,standing,taylor
c,220,4-Jul,17:52,afternoon,PM,35.1162,-119.61866,below,open,burrow,burrow,,,standing,taylor
c,220,4-Jul,20:22,evening,PM,35.11615,-119.61865,below,open,burrow,burrow,,,standing,taylor
ab,960,23-Jun,16:32,afternoon,PM,35.11627,-119.61865,above,shrub,shrub,shrubedge,,,cooling,taylor
ab,960,25-Jun,10:25,morn,AM,35.116,-119.6186,below,open,road,roadbank,burrow,,standing,taylor
c,220,2-Jul,15:46,afternoon,PM,35.11707,-119.6186,above,shrub,shrub,undershrub,,,cooling,taylor
z,919,22-Jun,16:14,afternoon,PM,35.11535,-119.6185,below,open,burrow,burrow,,,standing,taylor
ab,960,26-Jun,15:33,afternoon,PM,35.11595,-119.61847,below,open,road,roadbank,,,standing,taylor
c,220,25-Jun,15:00,afternoon,PM,35.11595,-119.61846,below,open,road,roadbank,burrow,,standing,taylor
z,919,21-Jun,14:03,afternoon,PM,35.11428,-119.61845,above,open,burrow,burrow,annuals,,cooling,taylor
c,220,4-Jul,10:40,morn,AM,35.11595,-119.61839,above,open,road,road,,,sunning,taylor
b,180,3-Jul,10:07,morn,AM,35.11559,-119.61812,below,open,burrow,burrow,,,standing,taylor
b,180,28-Jun,15:54,afternoon,PM,35.11586,-119.61811,below,open,burrow,burrow,roadbank,,standing,taylor
b,180,18-Jul,19:57,evening,PM,35.11562,-119.6181,below,open,burrow,burrow,,,standing,taylor
b,180,29-Jun,10:27,morn,AM,35.1157,-119.61806,below,open,burrow,burrow,annuals,,standing,taylor
b,180,27-Jun,9:18,morn,AM,35.11574,-119.61806,below,open,burrow,burrow,,,standing,taylor
b,180,30-Jun,9:20,morn,AM,35.11575,-119.61806,below,open,burrow,burrow,,,standing,taylor
b,180,1-Jul,10:08,morn,AM,35.1152,-119.61805,below,open,burrow,burrow,,,standing,taylor
b,180,18-Jul,12:09,afternoon,PM,35.11574,-119.61805,below,open,burrow,burrow,,,standing,taylor
b,180,2-Jul,10:48,morn,AM,35.11563,-119.61804,below,open,burrow,burrow,,,standing,taylor
b,180,2-Jul,10:48,morn,AM,35.11563,-119.61804,below,open,burrow,burrow,,,standing,taylor
b,180,24-Jun,6:54,early morn,AM,35.11565,-119.61804,below,open,burrow,burrow,,,standing,taylor
b,180,15-Jun,10:30,morn,AM,35.11576,-119.61804,above,open,bare,trail,sparseannuals,,sunning,taylor
b,180,23-Jun,16:37,afternoon,PM,35.11564,-119.61803,below,open,burrow,burrow,,,standing,taylor
b,180,27-Jun,7:16,early morn,AM,35.1157,-119.61803,below,open,burrow,burrow,,,standing,taylor
b,180,5-Jul,17:05,afternoon,PM,35.11571,-119.61803,below,open,burrow,burrow,,,standing,taylor
b,180,4-Jul,17:46,afternoon,PM,35.11574,-119.61803,below,open,burrow,burrow,,,standing,taylor
b,180,27-Jun,15:20,afternoon,PM,35.11575,-119.61803,below,open,burrow,burrow,,,standing,taylor
b,180,26-Jun,7:45,early morn,AM,35.11568,-119.61802,below,open,burrow,burrow,,,standing,taylor
b,180,2-Jul,16:24,afternoon,PM,35.11568,-119.61802,below,open,burrow,burrow,,,standing,taylor
b,180,2-Jul,16:24,afternoon,PM,35.11568,-119.61802,below,open,burrow,burrow,,,standing,taylor
b,180,5-Jul,19:50,evening,PM,35.11573,-119.61802,below,open,burrow,burrow,,,standing,taylor
b,180,3-Jul,17:04,afternoon,PM,35.11565,-119.61801,below,open,burrow,burrow,,,standing,taylor
b,180,24-Jun,16:08,afternoon,PM,35.11568,-119.61801,below,open,burrow,burrow,,,standing,taylor
b,180,21-Jun,11:58,morn,AM,35.11558,-119.618,below,open,burrow,burrow,,,standing,taylor
b,180,26-Jun,10:52,morn,AM,35.11558,-119.618,below,open,burrow,burrow,,,standing,taylor
b,180,25-Jun,7:06,early morn,AM,35.11568,-119.618,below,open,burrow,burrow,,,standing,taylor
b,180,5-Jul,12:00,morn,AM,35.1157,-119.618,below,open,burrow,burrow,annuals,,standing,taylor
b,180,23-Jun,19:38,evening,PM,35.11571,-119.61799,below,open,burrow,burrow,,,standing,taylor
b,180,25-Jun,14:55,afternoon,PM,35.1157,-119.61798,below,open,burrow,burrow,,,standing,taylor
b,180,24-Jun,11:01,morn,AM,35.11556,-119.61797,below,open,burrow,burrow,,,standing,taylor
b,180,22-Jun,10:25,morn,AM,35.11557,-119.61797,below,open,burrow,burrow,,,standing,taylor
b,180,23-Jun,10:08,morn,AM,35.11558,-119.61797,below,open,burrow,burrow,,,standing,taylor
b,180,4-Jul,11:04,morn,AM,35.11569,-119.61797,below,open,burrow,burrow,,,standing,taylor
b,180,21-Jun,7:29,early morn,AM,35.11517,-119.61796,below ,open,burrow,burrow,road,,standing,taylor
b,180,22-Jun,17:18,afternoon,PM,35.11573,-119.61795,below,open,burrow,burrow,,,standing,taylor
b,180,18-Jun,19:48,evening,PM,35.11579,-119.61795,below,open,burrow,burrow,roadbank,,standing,taylor
b,180,2-Jul,19:52,evening,PM,35.11583,-119.61795,below,open,burrow,burrow,,,standing,taylor
b,180,2-Jul,19:52,evening,PM,35.11583,-119.61795,below,open,road,roadbank,burrow,,standing,taylor
b,180,21-Jun,15:51,afternoon,PM,35.11578,-119.61794,below,open,burrow,burrow,roadbank,,standing,taylor
b,180,3-Jul,6:57,early morn,AM,35.11578,-119.61794,below,open,burrow,burrow,roadbank,,standing,taylor
b,180,29-Jun,15:35,afternoon,PM,35.11579,-119.61794,below,open,burrow,burrow,annuals,,standing,taylor
b,180,15-Jun,19:47,evening,PM,35.1158,-119.61794,below,open,burrow,burrow,roadbank,,standing,taylor
b,180,18-Jun,16:49,afternoon,PM,35.1158,-119.61794,below,open,burrow,burrow,,,standing,taylor
b,180,30-Jun,15:43,afternoon,PM,35.1158,-119.61794,below,open,burrow,burrow,,,standing,taylor
b,180,30-Jun,19:32,evening,PM,35.1158,-119.61794,below,open,burrow,burrow,,,standing,taylor
b,180,1-Jul,6:47,early morn,AM,35.11581,-119.61794,below,open,burrow,burrow,,,standing,taylor
b,180,22-Jun,20:15,evening,PM,35.11582,-119.61794,below,open,burrow,burrow,,,standing,taylor
b,180,29-Jun,18:54,evening,PM,35.11582,-119.61794,below,open,burrow,burrow,annuals,,standing,taylor
b,180,1-Jul,18:21,evening,PM,35.11582,-119.61794,below,open,burrow,burrow,,,standing,taylor
b,180,1-Jul,18:21,evening,PM,35.11582,-119.61794,below,open,burrow,burrow,,,standing,taylor
b,180,28-Jun,20:11,evening,PM,35.11581,-119.61793,below,open,burrow,burrow,,,standing,taylor
b,180,15-Jun,17:05,afternoon,PM,35.11578,-119.6179,below,open,burrow,burrow,roadbank,,standing,taylor
c,220,15-Jun,17:07,afternoon,PM,35.11578,-119.6179,below,open,burrow,burrow,roadbank,,standing,taylor
b,180,26-Jun,15:28,afternoon,PM,35.11529,-119.61788,below,open,burrow,burrow,,,standing,taylor
b,180,18-Jun,11:18,morn,AM,35.11579,-119.61784,above,open,bare,barepatch,weedpatch,,sunning,taylor
p,717,28-Jun,10:11,morn,AM,35.11829,-119.61753,below,shrub,burrow,burrow,,,standing,taylor
p,717,18-Jul,10:23,morn,AM,35.1181,-119.6172,below,shrub,burrow,burrow,,,standing,taylor
p,717,27-Jun,16:31,afternoon,PM,35.1183,-119.6172,below,open,burrow,burrow,washbank,,standing,taylor
p,717,28-Jun,19:31,evening,PM,35.11832,-119.61717,below,open,burrow,burrow,washbank,,standing,taylor
p,717,28-Jun,16:42,afternoon,PM,35.1183,-119.61686,above,shrub,wash,washbank,,,cooling,taylor
o,680,15-Jun,17:42,afternoon,PM,35.11539,-119.61676,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,5-Jul,19:11,evening,PM,35.11543,-119.61676,above,shrub,wash,washbank,,,sunning,taylor
o,680,4-Jul,19:23,evening,PM,35.11547,-119.61674,above,shrub,wash,washbank,,,sunning,taylor
o,680,15-Jun,18:27,evening,PM,35.11543,-119.61673,below,shrub,burrow,burrow,,,standing,taylor
p,717,29-Jun,9:45,morn,AM,35.11783,-119.6167,above,shrub,shrub,undershrub,,,standing,taylor
o,680,24-Jun,9:36,morn,AM,35.11531,-119.61667,above,shrub,shrub,undershrub,,,avoiding.predators,taylor
g,381,22-Jun,8:59,morn,AM,35.11567,-119.6166,below,open,burrow,burrow,wash,,standing,taylor
g,381,23-Jun,8:45,morn,AM,35.11567,-119.61658,above,open,wash,wash,,,sunning,taylor
o,680,23-Jun,18:31,evening,PM,35.11569,-119.61658,below,open,wash,wash,,,standing,taylor
o,680,18-Jun,19:45,evening,PM,35.11571,-119.61658,below,open,burrow,burrow,wash,,standing,taylor
o,680,27-Jun,5:44,early morn,AM,35.11566,-119.61657,below,open,burrow,burrow,wash,,standing,taylor
o,680,3-Jul,7:13,early morn,AM,35.11566,-119.61657,below,open,burrow,burrow,wash,,standing,taylor
g,381,24-Jun,5:36,early morn,AM,35.11567,-119.61657,below,open,burrow,burrow,wash,,standing,taylor
g,381,24-Jun,14:41,afternoon,PM,35.11567,-119.61657,below,open,burrow,burrow,wash,,standing,taylor
g,381,24-Jun,8:17,morn,AM,35.11567,-119.61657,above,open,burrow,burrow,wash,,sunning,taylor
g,381,24-Jun,9:39,morn,AM,35.11567,-119.61657,below,open,burrow,burrow,wash,,sunning,taylor
o,680,26-Jun,6:18,early morn,AM,35.11567,-119.61657,below,open,burrow,burrow,wash,,standing,taylor
o,680,18-Jun,16:44,afternoon,PM,35.11569,-119.61657,below,open,wash,washbank,,,standing,taylor
o,680,1-Jul,18:30,evening,PM,35.11559,-119.61656,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,1-Jul,18:27,evening,PM,35.11559,-119.61656,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,24-Jun,5:33,early morn,AM,35.11567,-119.61656,below,open,burrow,burrow,wash,,standing,taylor
g,381,22-Jun,15:54,afternoon,PM,35.11569,-119.61656,below,open,wash,washbank,,,standing,taylor
g,381,22-Jun,19:05,evening,PM,35.1157,-119.61656,below,open,burrow,burrow,wash,,standing,taylor
o,680,2-Jul,19:02,evening,PM,35.11566,-119.61655,below,open,burrow,burrow,,,standing,taylor
o,680,2-Jul,19:02,evening,PM,35.11566,-119.61655,below,open,burrow,burrow,,,standing,taylor
o,680,1-Jul,7:03,early morn,AM,35.11568,-119.61655,below,open,burrow,burrow,wash,,standing,taylor
o,680,30-Jun,18:45,evening,PM,35.11579,-119.61652,above,shrub,shrub,shrubedge,wash,,standing,taylor
p,717,26-Jun,14:56,afternoon,PM,35.11749,-119.61646,below,shrub,burrow,burrow,undershrub,,cooling,taylor
p,717,21-Jun,7:17,early morn,AM,35.11785,-119.61645,below,shrub,burrow,burrow,undershrub,,standing,taylor
p,717,3-Jul,16:25,afternoon,PM,35.11758,-119.61642,below,shrub,burrow,burrow,,,standing,taylor
p,717,27-Jun,8:57,morn,AM,35.11786,-119.61642,above,shrub,shrub,undershrub,,,cooling,taylor
p,717,18-Jul,12:19,afternoon,PM,35.11758,-119.61641,below,shrub,burrow,burrow,,,standing,taylor
p,717,21-Jun,12:30,morn,AM,35.11756,-119.6164,above,shrub,shrub,undershrub,,,cooling,taylor
p,717,2-Jul,15:40,afternoon,PM,35.11757,-119.61639,above,shrub,shrub,undershrub,,,cooling,taylor
p,717,2-Jul,15:40,afternoon,PM,35.11757,-119.61639,above,shrub,shrub,undershrub,,,cooling,taylor
p,717,29-Jun,16:20,afternoon,PM,35.11755,-119.61638,below,open,burrow,burrow,annuals,,standing,taylor
o,680,24-Jun,14:37,afternoon,PM,35.11514,-119.61635,below,open,burrow,burrow,roadbank,,standing,taylor
o,680,25-Jun,5:46,early morn,AM,35.11514,-119.61635,below,open,burrow,burrow,,,standing,taylor
p,717,27-Jun,5:51,early morn,AM,35.11782,-119.61633,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,29-Jun,18:43,evening,PM,35.11561,-119.61619,below,shrub,shrub,undershrub,,,standing,taylor
o,680,25-Jun,9:33,morn,AM,35.11494,-119.61618,below,open,burrow,burrow,,,standing,taylor
o,680,30-Jun,15:33,afternoon,PM,35.11489,-119.61616,below,open,burrow,burrow,,,standing,taylor
p,717,2-Jul,9:58,morn,AM,35.11803,-119.61604,below,shrub,burrow,burrow,undershrub,,standing,taylor
p,717,2-Jul,9:58,morn,AM,35.11803,-119.61604,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,28-Jun,9:07,morn,AM,35.11487,-119.616,above,open,road,roadbank,,,cooling,taylor
b,180,28-Jun,9:14,morn,AM,35.11563,-119.616,below,open,burrow,burrow,,,standing,taylor
p,717,1-Jul,10:27,morn,AM,35.11761,-119.616,below,shrub,burrow,burrow,,,standing,taylor
p,717,21-Jun,15:40,afternoon,PM,35.1176,-119.61597,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,25-Jun,14:34,afternoon,PM,35.11483,-119.61593,above,shrub,shrub,undershrub,,,standing,taylor
o,680,27-Jun,15:14,afternoon,PM,35.11486,-119.61591,above,shrub,shrub,undershrub,,,cooling,taylor
o,680,15-Jun,10:45,morn,AM,35.11415,-119.61589,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,30-Jun,8:56,morn,AM,35.11485,-119.61588,above,shrub,shrub,shrubedge,,,standing,taylor
o,680,21-Jun,13:54,afternoon,PM,35.11627,-119.61588,below,open,burrow,burrow,washbank,,standing,taylor
o,680,21-Jun,12:12,morn,AM,35.11627,-119.61588,below,open,burrow,burrow,washbank,,standing,taylor
o,680,18-Jun,12:21,morn,AM,35.11625,-119.61587,below,open,burrow,burrow,washbank,,standing,taylor
o,680,27-Jun,9:09,morn,AM,35.1148,-119.61583,above,open,road,road,,,sunning,taylor
o,680,29-Jun,15:21,afternoon,PM,35.11488,-119.61582,below,open,burrow,burrow,annuals,,standing,taylor
o,680,22-Jun,9:05,morn,AM,35.11567,-119.61575,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,5-Jul,16:15,afternoon,PM,35.11474,-119.61573,above,open,road,roadbank,,,sunning,taylor
o,680,21-Jun,7:05,early morn,AM,35.11626,-119.61573,below,open,burrow,burrow,washbank,,standing,taylor
p,717,3-Jul,9:18,morn,AM,35.1183,-119.61572,above,shrub,shrub,undershrub,,,standing,taylor
o,680,28-Jun,15:44,afternoon,PM,35.11471,-119.6157,below,open,burrow,burrow,roadbank,,standing,taylor
o,680,2-Jul,15:34,afternoon,PM,35.11566,-119.61566,above,shrub,shrub,undershrub,,,cooling,taylor
p,717,5-Jul,16:27,afternoon,PM,35.11842,-119.61559,below,open,burrow,burrow,washbank,,standing,taylor
